,hs6,naics
6616,420600,339992
6618,430110,112930
6620,430130,112930
6621,430160,112930
6634,430190,112930
6635,430211,316110
6637,430219,316110
6648,430220,316110
6649,440929,321999
6652,430230,316110
6653,430310,315280
6655,430390,315280
6656,440110,113310
6657,440121,321113
6658,440122,321113
6659,440131,321999
6660,440139,321999
6664,440210,325194
6665,440290,325194
6666,440310,321114
6670,440320,113310
6688,440341,113310
6689,440349,113310
6690,440391,113310
6692,440392,113310
6707,440410,113310
6710,440420,113310
6713,440500,321999
6714,440610,321113
6715,440690,321114
6716,440710,321113
6717,440710,321114
6753,460211,321999
6755,440721,321113
6756,440722,321113
6758,440725,321113
6759,440726,321113
6760,440727,321113
6762,440728,321113
6763,440729,321113
6771,440791,321113
6773,440792,321113
6774,440793,321113
6776,853929,335110
6777,440794,321113
6778,440795,321113
6779,440799,321113
6789,440810,321212
6791,440831,321211
6792,440839,321211
6794,440890,321211
6810,440910,321999
6811,440910,321113
6815,440910,321918
6822,441112,321219
6825,440921,321999
6827,440929,321918
6833,440929,321113
6841,441011,321219
6845,441012,321219
6847,441019,321219
6848,481810,322291
6852,441090,321219
6858,441113,321219
6864,441114,321219
6870,441192,321219
6874,441193,321219
6881,441194,321219
6889,441231,321211
6899,441231,321918
6906,441232,321211
6920,441239,321212
6936,711890,339910
6938,441294,321211
6940,441294,321918
6945,441510,321920
6949,441294,321212
6954,441299,321211
6960,470200,322110
6969,441299,321212
6974,441300,321219
6975,441400,339999
6978,441520,321920
6980,441600,321920
6990,441700,321999
6995,441810,321911
6996,441820,321911
6999,441840,321213
7000,441850,321113
7003,441860,321213
7004,441871,321918
7007,441872,321918
7010,441879,321918
7011,441890,321113
7012,441890,321918
7013,441890,321213
7014,441890,321214
7016,441890,321992
7018,441900,321999
7020,442010,321999
7021,442090,321920
7024,442090,321999
7025,442110,321999
7026,442190,321999
7029,442190,321918
7030,442190,337920
7043,442190,339995
7046,450110,321999
7047,450190,321999
7049,450200,321999
7050,720521,331221
7051,450310,321999
7055,450390,321999
7058,450410,321999
7065,450490,321999
7066,460121,321999
7069,460122,321999
7072,460129,321999
7076,460192,321999
7078,460193,321999
7081,460194,321999
7084,460199,321999
7086,460211,339920
7087,460211,316998
7090,460212,339920
7091,460212,321999
7093,460212,316998
7097,481190,322121
7098,460219,339920
7099,460219,321999
7104,460219,316998
7107,460219,316992
7113,460290,321999
7114,470100,322110
7116,901812,334510
7117,470311,322110
7118,470319,322110
7119,470321,322110
7121,470329,322110
7123,470411,322110
7124,470419,322110
7125,470421,322110
7126,720529,331221
7127,470429,322110
7128,470500,322110
7129,470610,322110
7130,470620,322110
7131,470630,322110
7132,470691,322110
7133,470692,322110
7134,470693,322110
7135,470710,910000
7136,470720,910000
7137,621142,315240
7139,470730,910000
7141,470790,910000
7142,480100,322122
7144,480210,322230
7145,480220,322121
7149,480240,322122
7150,480254,322121
7154,480254,322299
7155,480255,322121
7161,720610,331110
7163,480256,322121
7169,482010,322230
7171,480257,322121
7175,480258,322121
7177,480258,322130
7182,480261,322122
7187,480261,322121
7190,480592,322130
7191,480262,322122
7194,480262,322121
7197,480269,322122
7200,480300,322121
7202,480411,322130
7203,480419,322130
7204,480421,322121
7205,480429,322121
7206,480431,322121
7211,480439,322121
7215,480890,322121
7217,480439,322130
7218,480441,322121
7219,480441,322130
7220,480442,322130
7222,482390,322299
7226,480449,322130
7227,480451,322130
7228,480452,322130
7233,480459,322130
7234,480511,322130
7235,480512,322121
7237,480519,322121
7239,480524,322130
7242,480525,322130
7243,480530,322220
7244,480540,322299
7245,480550,322121
7246,902720,334516
7247,480591,322130
7249,480591,322121
7254,480592,322121
7257,480593,322130
7260,480593,322121
7262,490199,323117
7265,480610,322121
7266,480620,322121
7267,480630,322121
7268,480640,322121
7269,480700,322130
7270,480700,322121
7273,480810,322211
7274,480840,322121
7278,480920,322121
7280,480990,339940
7285,481013,322121
7289,481013,322130
7291,481013,322299
7295,481014,322121
7299,481014,322130
7301,481014,322299
7305,481019,322121
7308,481019,322130
7310,481022,322121
7311,481022,322230
7312,481092,322130
7313,481022,322299
7317,481029,322121
7319,481029,322299
7324,481031,322130
7326,481031,322121
7328,481031,322299
7330,481032,322130
7333,481032,322299
7335,481039,322130
7337,481039,322121
7341,482370,322299
7343,481092,322299
7346,481099,322220
7347,481099,322130
7349,481099,322299
7351,481110,322220
7353,481141,322220
7356,481149,322220
7359,481151,322220
7365,481730,322230
7367,481159,322220
7368,481159,322130
7371,481160,322220
7374,481190,322220
7386,481200,322121
7387,481310,322299
7388,481320,322121
7389,481390,322121
7390,481420,322220
7391,481490,322220
7392,481620,339940
7393,481690,339940
7394,481710,322230
7395,481720,322230
7398,481820,322291
7400,481830,322291
7401,481850,315990
7402,481890,322291
7403,481910,322211
7405,481920,322212
7407,481930,322220
7409,481940,322220
7411,481950,322219
7412,481950,322299
7414,481950,322212
7416,481960,322212
7417,482010,323111
7422,482020,322230
7423,482030,323111
7425,482040,323111
7426,482050,323111
7427,482090,323111
7428,482110,323111
7430,482190,322220
7431,482190,322299
7432,482210,322219
7433,482290,322219
7434,482320,322299
7436,482340,323111
7437,482361,322219
7439,482369,322219
7444,482390,339991
7449,490110,323120
7450,490110,323111
7451,490191,323117
7453,490199,323120
7454,490199,323111
7464,490210,323111
7465,490290,323111
7469,490300,323117
7470,490400,323111
7471,490400,323117
7472,490510,323111
7473,490591,323111
7474,490599,323111
7475,490600,990000
7476,490700,323111
7477,490810,323111
7478,490890,323111
7479,490900,323111
7481,491000,323111
7484,491110,323111
7488,491191,930000
7489,531100,313210
7490,491191,323111
7496,491199,323111
7499,500100,112990
7500,500200,112990
7501,500300,112990
7502,500300,314999
7503,500400,313110
7504,500500,313110
7506,500600,313110
7508,500710,313210
7512,510119,311611
7516,500720,313210
7523,500790,313210
7530,510111,112410
7541,510121,313110
7549,510129,313110
7558,510130,313110
7564,510211,112420
7566,510219,112420
7571,510220,112920
7572,510310,314999
7573,510320,314999
7574,510330,314999
7575,510400,314999
7576,510510,313110
7577,510521,313110
7578,510529,313110
7579,510531,313110
7580,510539,313110
7581,621710,315990
7582,510540,313110
7583,510610,313110
7585,510620,313110
7586,510710,313110
7588,510720,313110
7590,510810,313110
7593,510820,313110
7596,510910,313110
7600,510990,313110
7604,511000,313110
7605,511111,313210
7609,511119,313210
7615,511120,313210
7618,511130,313210
7621,511190,313210
7625,511211,313210
7629,520951,313210
7631,511219,313210
7644,511220,313210
7647,511230,313210
7650,511290,313210
7656,511300,313210
7657,520100,111920
7658,610341,315220
7670,520210,314999
7671,520291,314999
7672,520299,314999
7676,520300,313110
7680,520411,313110
7681,520419,313110
7682,520420,313110
7683,520511,313110
7685,520512,313110
7687,520513,313110
7689,520514,313110
7691,520515,313110
7693,520521,313110
7695,520522,313110
7697,520523,313110
7699,520524,313110
7701,520526,313110
7704,520527,313110
7706,520528,313110
7708,520531,313110
7709,520532,313110
7710,520533,313110
7711,520534,313110
7712,520535,313110
7713,520541,313110
7715,520542,313110
7718,520543,313110
7721,520544,313110
7724,520546,313110
7727,520547,313110
7730,540720,313210
7731,520548,313110
7733,520611,313110
7734,520612,313110
7735,520613,313110
7736,520614,313110
7737,520615,313110
7738,520621,313110
7739,520622,313110
7740,520623,313110
7741,520624,313110
7742,520625,313110
7743,520631,313110
7744,520632,313110
7745,520633,313110
7746,520634,313110
7747,520635,313110
7748,520641,313110
7749,520642,313110
7750,520643,313110
7751,520644,313110
7752,520645,313110
7753,520710,313110
7754,520790,313110
7755,520811,313210
7763,520811,313220
7766,520812,313210
7776,520813,313210
7777,520819,313210
7785,520821,313210
7795,520822,313210
7804,520823,313210
7805,520829,313210
7813,520831,313210
7825,520832,313210
7835,520833,313210
7836,520839,313210
7844,520841,313210
7848,540794,313210
7849,520842,313210
7853,520843,313210
7854,520849,313210
7859,530620,313110
7865,520851,313210
7876,520852,313210
7889,520859,313210
7901,520911,313210
7906,520912,313210
7908,520919,313210
7910,630690,314910
7913,520921,313210
7918,520922,313210
7920,520929,313210
7924,520931,313210
7930,520932,313210
7932,520939,313210
7937,520941,313210
7940,520942,313210
7944,520943,313210
7946,520949,313210
7955,520952,313210
7957,520959,313210
7963,521011,313210
7973,521019,313210
7984,521021,313210
7993,521029,313210
8002,521031,313210
8011,521032,313210
8012,521039,313210
8020,521041,313210
8023,521049,313210
8033,521051,313210
8042,521059,313210
8051,521111,313210
8056,521112,313210
8058,521119,313210
8060,731816,332722
8063,521120,313210
8074,521131,313210
8079,521132,313210
8081,521139,313210
8085,521141,313210
8087,521142,313210
8092,521143,313210
8094,521149,313210
8097,521151,313210
8101,521152,313210
8103,521159,313210
8108,521211,313210
8120,521212,313210
8131,521213,313210
8142,521214,313210
8149,521215,313210
8160,521221,313210
8169,521222,313210
8174,761090,321991
8179,521223,313210
8188,521224,313210
8195,521225,313210
8202,540110,313110
8205,530110,111998
8206,530121,111998
8207,530129,111998
8208,530130,314999
8209,530210,111998
8210,530290,314999
8211,530310,111998
8212,530390,314999
8213,530500,314999
8214,530610,313110
8215,530710,313110
8216,530720,313110
8217,530810,313110
8218,530820,313110
8219,530890,313110
8221,530911,313210
8223,530919,313210
8225,530921,313210
8237,530929,313210
8249,531010,313210
8252,531090,313210
8262,540120,313110
8263,540211,325220
8268,540219,325220
8274,540220,325220
8279,540231,325220
8281,540232,325220
8283,540233,325220
8285,540234,325220
8287,540239,325220
8290,610342,315220
8292,540244,325220
8294,540245,325220
8298,540246,325220
8299,540247,325220
8303,540248,325220
8305,540249,325220
8310,540251,325220
8311,540252,325220
8313,540259,325220
8314,540261,325220
8315,540262,325220
8316,540269,325220
8317,540310,325220
8320,540331,325220
8322,540332,325220
8323,540333,325220
8325,540339,325220
8328,540341,325220
8330,540342,325220
8331,540349,325220
8333,540411,325220
8334,540412,325220
8336,540419,339920
8337,540419,325220
8340,540490,325220
8341,540500,325220
8343,540600,325220
8347,540710,313210
8348,610462,315240
8350,540730,313210
8352,540741,313220
8354,540741,313210
8356,540742,313210
8358,540743,313210
8361,540744,313210
8363,540751,313210
8366,540752,313210
8370,540753,313210
8374,540754,313210
8378,540761,313210
8395,540769,313210
8404,540771,313210
8406,540772,313210
8408,540773,313210
8411,540774,313210
8413,540781,313210
8418,540792,313210
8419,540782,313210
8424,540783,313210
8429,540784,313210
8434,540791,313210
8453,540793,313210
8471,540810,313210
8472,540821,313210
8474,540822,313210
8477,540823,313210
8482,540824,313210
8487,540831,313210
8492,550510,325220
8497,540832,313210
8507,540833,313210
8509,843359,333111
8519,540834,313210
8521,560819,314994
8531,550110,325220
8532,550120,325220
8533,550130,325220
8535,550140,325220
8536,550190,325220
8537,550200,325220
8539,550311,325220
8540,550319,325220
8543,550320,325220
8547,550330,325220
8548,550340,325220
8549,550390,325220
8551,550410,325220
8552,550490,325220
8554,761090,332312
8556,550520,325220
8557,550610,313110
8558,550620,313110
8559,550630,313110
8560,550690,313110
8561,550700,313110
8562,550810,313110
8563,550820,313110
8564,681299,327999
8565,550911,313110
8566,550912,313110
8567,550921,313110
8568,550922,313110
8570,550931,313110
8571,550932,313110
8572,550941,313110
8574,550942,313110
8576,550951,313110
8578,550952,313110
8579,550953,313110
8581,550959,313110
8582,550961,313110
8583,550962,313110
8584,550969,313110
8587,550991,313110
8588,550992,313110
8589,550999,313110
8592,551011,313110
8593,551012,313110
8594,551020,313110
8595,551030,313110
8596,551090,313110
8599,551110,313110
8601,551120,313110
8603,551130,313110
8604,551211,313210
8613,551219,313210
8625,551221,313210
8633,551229,313210
8643,551291,313210
8651,551299,313210
8661,551311,313210
8665,551312,313210
8666,551313,313210
8669,551319,313210
8676,551321,313210
8680,551323,313210
8683,551329,313210
8690,551331,313210
8691,551339,313210
8694,551341,313210
8698,551349,313210
8709,551411,313210
8713,551412,313210
8715,551419,313210
8723,551421,313210
8727,551422,313210
8729,551423,313210
8732,551429,313210
8737,551430,313210
8746,551441,313210
8750,811229,331410
8751,551442,313210
8753,551443,313210
8756,551449,313210
8761,551511,313210
8771,551512,313210
8777,551513,313210
8782,551519,313210
8792,551521,313210
8793,690410,327120
8798,551522,313210
8801,551529,313210
8807,811251,331410
8812,551591,313210
8817,551599,313210
8832,551611,313210
8835,551612,313210
8838,551613,313210
8839,551614,313210
8845,551621,313210
8850,551622,313210
8856,551623,313210
8861,580632,313220
8862,551624,313210
8868,551631,313210
8871,551632,313210
8874,551633,313210
8877,551634,313210
8880,551641,313210
8889,551642,313210
8899,551643,313210
8904,551644,313210
8912,580631,313220
8914,551691,313210
8922,551692,313210
8930,551693,313210
8933,551694,313210
8941,560121,314999
8944,560122,314999
8946,560129,314999
8949,560130,314999
8951,560210,313230
8954,560221,313230
8955,560229,313230
8956,560290,313230
8959,560311,313230
8961,560312,313230
8963,560313,313230
8965,560314,313230
8968,560391,313230
8970,560392,313230
8972,560393,313230
8974,560394,313230
8984,560410,313220
8985,560490,314994
8986,560490,313220
8987,560500,314999
8989,560600,313110
8991,560721,314994
8992,560729,314994
8993,560741,314994
8995,560749,314994
8999,560750,314994
9002,560790,314994
9007,560811,314994
9012,560890,314994
9016,560900,314994
9020,570110,314110
9024,570190,314110
9032,570210,314110
9037,570220,314110
9038,811252,910000
9040,570231,314110
9042,570232,314110
9044,570239,314110
9047,570241,314110
9049,570242,314110
9052,570249,314110
9056,570250,314110
9061,570291,314110
9064,570292,314110
9066,570299,314110
9070,570310,314110
9072,570320,314110
9075,570330,314110
9079,570390,314110
9080,570410,314110
9082,570490,314110
9084,570500,314110
9090,580110,313210
9091,580121,313210
9092,580122,313210
9095,580123,313210
9096,580126,313210
9097,811259,331491
9099,580127,313210
9102,580131,313210
9103,580132,313210
9104,580133,313210
9105,580136,313210
9107,580137,313210
9110,580190,313210
9113,580211,313210
9114,580219,313210
9115,580220,313210
9118,580230,313210
9122,580300,313210
9125,580300,314999
9130,580410,313240
9131,843360,333111
9134,580421,313240
9135,580429,313240
9138,580430,313240
9141,580500,990000
9147,580610,313220
9153,580620,313220
9161,580639,313220
9166,580640,313220
9167,580710,313220
9170,580710,314999
9173,580790,314999
9179,580810,315990
9182,691390,327110
9185,580890,315990
9187,580900,314999
9188,581010,314999
9189,581091,314999
9191,843890,333241
9192,581092,314999
9196,581099,314999
9198,581100,314999
9202,590110,313320
9204,590190,313320
9206,590210,314994
9207,590220,314994
9208,590290,314994
9209,590310,313320
9214,700800,327215
9217,590320,313320
9222,844530,333249
9225,590390,313320
9232,590410,326199
9233,590490,326199
9235,590500,322220
9237,590610,313320
9238,590691,313320
9242,590699,313320
9246,700910,327215
9247,590700,339999
9248,610329,315220
9249,590700,313320
9255,590800,313220
9256,590900,313220
9258,591000,313220
9265,591110,313320
9267,591120,313210
9270,591131,313210
9274,591132,313210
9279,591140,313210
9280,591190,313220
9282,600110,313240
9284,600121,313240
9285,600122,313240
9286,600129,313240
9287,600191,313240
9289,600192,313240
9293,600199,313240
9295,600240,313240
9298,600290,313240
9301,600310,313240
9303,600320,313240
9305,600330,313240
9307,600340,313240
9309,600390,313240
9311,600410,313240
9314,600490,313240
9319,600521,313240
9320,600522,313240
9321,600523,313240
9322,600524,313240
9323,600531,313240
9326,600532,313240
9329,600533,313240
9332,600534,313240
9335,600541,313240
9338,600542,313240
9342,600543,313240
9345,600544,313240
9348,600590,313240
9349,845210,333249
9351,600610,313240
9352,600621,313240
9355,600622,313240
9358,600623,313240
9361,600624,313240
9364,600631,313240
9368,600632,313240
9372,600633,313240
9373,620349,315220
9377,600634,313240
9381,600641,313240
9383,600642,313240
9385,600643,313240
9387,600644,313240
9389,600690,313240
9391,610120,315220
9393,610130,315220
9397,610190,315220
9403,610210,315240
9404,610220,315240
9406,731990,339993
9407,610230,315240
9411,610290,315240
9417,610310,315220
9432,610322,315220
9441,610323,315220
9484,610331,315220
9485,610332,315220
9486,610333,315220
9488,610339,315220
9502,610343,315220
9514,610349,315220
9525,811292,910000
9530,610413,315240
9532,610419,315240
9548,610422,315240
9555,610423,315240
9557,811292,331410
9562,610590,315220
9568,610990,315240
9571,610429,315240
9600,610439,315240
9617,610510,315220
9628,610431,315240
9629,610432,315240
9630,610433,315240
9638,610441,315240
9640,610442,315240
9642,610443,315240
9646,610444,315240
9649,610449,315240
9654,610451,315240
9655,610452,315240
9657,610453,315240
9659,610610,315240
9661,610459,315240
9670,610461,315240
9682,610463,315240
9696,610469,315240
9713,610520,315220
9724,610620,315240
9729,610690,315240
9740,610711,315220
9742,610712,315220
9744,610719,315220
9746,610721,315220
9748,610722,315220
9751,610729,315220
9754,610791,315220
9757,610799,315220
9764,610811,315240
9766,610819,315240
9769,610821,315240
9771,610822,315240
9774,610829,315240
9776,610831,315240
9778,610832,315240
9781,610839,315240
9784,610891,315240
9790,610892,315240
9795,610899,315240
9799,610910,315220
9807,610910,315240
9813,610990,315220
9835,611011,315220
9837,611011,315240
9843,611012,315220
9844,611012,315240
9857,611019,315220
9859,611019,315240
9866,611020,315220
9867,611020,315240
9891,611030,315220
9892,611249,315240
9893,611030,315240
9921,732410,332999
9929,611090,315220
9930,611090,315240
9954,611430,315220
9957,846591,333243
9967,611190,315240
9968,611120,315240
9976,611120,315110
9978,611130,315240
9986,611130,315110
9989,846594,333243
10002,611211,315220
10003,611211,315240
10008,611212,315220
10009,611212,315240
10014,611219,315220
10015,611219,315240
10030,611300,315220
10034,611220,315220
10035,611220,315240
10046,611231,315220
10048,611239,315220
10051,611241,315240
10057,611300,315240
10058,611300,315280
10074,611420,315220
10075,611420,315240
10087,611430,315240
10102,611490,315220
10103,611490,315240
10122,611510,339113
10131,611521,315110
10133,611522,315110
10134,611529,315110
10138,611530,315110
10141,611594,315110
10142,611595,315110
10144,611596,315110
10148,611599,315110
10149,732421,332999
10151,843352,333111
10155,611692,315990
10157,611610,339920
10159,611610,315280
10160,611610,315990
10175,611691,315990
10176,611692,339920
10182,843353,333111
10187,611693,339920
10189,611693,315990
10193,611699,339920
10195,611699,315990
10235,611710,315190
10241,611780,315190
10243,620192,315220
10250,611780,315990
10255,611790,315990
10281,620111,315220
10283,620112,315220
10290,620113,315220
10297,620119,315220
10302,620191,315220
10339,620193,315220
10344,630790,314120
10364,620199,315220
10379,620211,315240
10381,620212,315240
10388,620213,315240
10395,620219,315240
10398,732429,332999
10401,620291,315240
10410,620292,315240
10432,843020,333112
10436,620293,315240
10460,620341,315220
10461,620299,315240
10476,620311,315220
10480,620312,315220
10483,620319,315220
10490,741910,332618
10491,843020,333120
10497,620322,315280
10498,620322,315220
10504,620323,315220
10515,620329,315220
10523,844316,333244
10541,620331,315220
10545,620332,315220
10551,620333,315220
10553,844317,333244
10558,620339,315220
10590,620342,315220
10649,620343,315220
10683,844832,333111
10771,620411,315240
10772,620412,315240
10776,620413,315240
10779,620419,315240
10786,780419,331491
10790,620421,315240
10795,620422,315280
10796,620422,315240
10803,620423,315240
10815,620429,315240
10848,780420,331492
10855,620431,315240
10859,620432,315240
10864,620433,315240
10870,620439,315240
10880,620441,315240
10883,620442,315240
10891,620443,315240
10899,850790,335911
10900,620444,315240
10905,620449,315240
10911,620451,315240
10913,620452,315240
10920,620453,315240
10925,620459,315240
10936,620461,315240
10954,620462,315240
10978,780600,331491
10998,851930,334310
11012,620463,315240
11062,620469,315240
11143,620520,315220
11154,621132,315220
11160,620530,315220
11173,620590,315220
11185,620610,315240
11190,620620,315240
11195,620630,315240
11204,620640,315240
11214,620690,315240
11219,620711,315220
11220,620719,315220
11223,620721,315220
11227,620722,315220
11228,620729,315220
11231,620791,315220
11234,620799,315220
11245,620811,315240
11246,620819,315240
11249,620821,315240
11252,620822,315240
11253,620829,315240
11256,620891,315240
11260,620892,315240
11264,620899,315240
11272,620920,315240
11280,620930,315240
11286,620990,315240
11296,621010,315990
11298,621010,322291
11302,621020,315280
11307,621030,315280
11313,621040,315280
11315,621040,315220
11341,701820,327215
11359,621050,315280
11366,621050,315240
11402,701890,339930
11406,621111,315220
11412,621112,315240
11418,621120,315220
11420,621120,315240
11494,621133,315220
11533,621139,315220
11633,851950,334210
11639,621143,315240
11681,621149,315240
11725,630130,314120
11758,621210,315240
11766,621220,315240
11769,621230,315240
11772,621290,315990
11777,621320,315990
11779,621390,315990
11783,621410,315990
11785,621420,315990
11786,621430,315990
11787,621440,315990
11788,621490,315990
11790,711041,331410
11791,621510,315990
11794,621520,315990
11795,621590,315990
11798,621600,339920
11801,621600,315280
11802,621600,315990
11822,711049,331491
11834,621790,315990
11854,630110,335210
11855,630120,314120
11857,630140,314120
11859,630190,314120
11862,630210,314120
11866,630221,314120
11886,630259,314120
11887,630222,314120
11896,630229,314120
11898,630231,314120
11918,630232,314120
11931,630239,314120
11934,630240,314120
11937,630251,314120
11941,630253,314120
11948,630260,314120
11951,630291,314120
11958,630293,314120
11960,630299,314120
11964,630312,337920
11965,630312,314120
11966,630319,314120
11969,630391,314120
11970,630391,337920
11971,630392,314120
11973,630392,337920
11975,630399,314120
11978,630411,314120
11980,630790,314999
11982,630419,314120
11989,630491,314120
11994,630492,314120
11995,630493,314120
11996,630499,314120
12005,630510,314910
12006,630520,314910
12007,630532,314910
12009,630533,314910
12013,630539,314910
12014,630590,314910
12015,630612,314910
12016,630619,314910
12019,630622,314910
12022,630629,314910
12023,630630,314910
12025,630640,326199
12027,630710,314120
12029,630710,314999
12034,630720,339113
12035,630790,313220
12041,630790,339113
12055,630800,339930
12057,630900,930000
12059,640419,316210
12060,631010,910000
12064,631090,910000
12066,640110,316210
12067,640192,316210
12071,640199,316210
12076,640212,316210
12077,640219,316210
12092,640220,316210
12093,640291,316210
12106,640299,316210
12184,640312,316210
12186,640319,316210
12191,640359,316210
12199,640320,316210
12200,640340,316210
12202,670300,339999
12204,640351,316210
12228,640391,316210
12247,640399,316210
12249,851981,333318
12279,640411,316210
12317,780600,332999
12345,670411,339999
12399,640420,316210
12408,640510,316210
12411,640520,316210
12421,640590,322121
12422,640590,316210
12423,640610,316998
12428,640610,314999
12432,640610,326299
12444,640620,326299
12445,640690,321999
12446,640690,315990
12448,640690,314999
12453,640690,326299
12455,640690,316998
12457,650100,315990
12460,650200,315990
12466,650400,315990
12472,650500,339999
12473,650500,315990
12477,650500,315190
12488,711411,339910
12511,650610,339113
12512,650610,339920
12517,650691,315990
12518,681011,327331
12521,650699,315280
12522,650699,315990
12523,650700,315990
12524,660110,339999
12525,660191,339999
12526,660199,339999
12527,660200,316998
12528,660320,332999
12530,660390,326199
12531,660390,339999
12532,670100,339999
12534,670210,339999
12536,670290,339999
12540,681299,339991
12541,670419,339999
12542,670420,339999
12543,670490,339999
12544,680100,327991
12545,680210,327120
12546,680221,327991
12548,680223,327991
12549,680229,327991
12551,680291,327991
12556,680292,327991
12557,680293,327991
12559,681019,327390
12564,680299,327991
12566,680300,327991
12568,680410,327910
12571,680422,327910
12574,680423,327910
12575,680430,327910
12576,680510,327910
12577,680520,327910
12578,680530,327910
12580,680610,327993
12585,680620,327992
12586,680690,327993
12589,680710,324122
12590,680790,324122
12592,680800,327390
12593,680911,327420
12595,680919,327420
12596,680990,327999
12597,681011,327120
12600,681091,327390
12601,681099,327991
12602,681099,327390
12603,681140,327999
12604,681181,327999
12605,681182,327999
12606,681189,327999
12608,681280,339113
12609,681280,327999
12610,681291,339113
12612,681292,327999
12613,681293,327999
12618,681320,336413
12619,681320,336340
12622,681381,336413
12623,681381,336340
12624,681389,336413
12625,681389,336340
12626,681410,327999
12627,681490,327999
12628,681510,335991
12629,681520,327999
12630,681591,327120
12632,681599,327999
12635,690100,327120
12637,690220,327120
12641,690290,327120
12645,690310,327120
12646,690320,327120
12647,690390,327120
12651,810490,331491
12652,690490,327120
12653,690510,327120
12654,690590,327120
12656,690600,327110
12657,690710,327120
12658,690790,327120
12660,690810,327120
12663,690890,327120
12665,690911,327110
12667,690912,327110
12670,690990,327110
12671,691010,327110
12677,691090,327110
12678,691110,327110
12694,691190,327110
12696,691200,327110
12709,691310,327110
12715,691410,327110
12717,691490,327110
12719,700100,327212
12721,700100,327215
12722,700210,327212
12724,700220,327212
12726,700231,327212
12727,700232,327212
12728,700239,327212
12730,700312,327211
12731,700319,327211
12732,700320,327211
12733,700330,327211
12734,700420,327211
12738,700490,327212
12747,810520,331410
12751,700510,327211
12753,700521,327211
12756,700529,327211
12762,701890,327215
12766,700530,327211
12767,700600,327215
12768,700600,327212
12771,700711,327215
12773,700719,327215
12774,700721,327211
12777,700729,327211
12778,700991,327215
12780,700992,327215
12782,701010,327213
12783,701020,327213
12785,701090,327213
12809,701110,327212
12811,701120,327212
12816,701190,327212
12817,701310,327212
12819,701322,327212
12823,701328,327212
12827,701911,327212
12831,701333,327212
12835,701337,327212
12842,701341,327212
12844,701400,327212
12847,701342,327212
12851,701349,327212
12857,701810,339910
12858,701391,327212
12862,701399,327212
12875,701510,327212
12876,701590,327215
12879,701610,327215
12880,701690,327215
12883,701710,327212
12885,701720,327212
12886,701790,327212
12890,701912,327212
12892,701919,314994
12893,701919,327212
12900,701931,327212
12901,701932,327212
12902,701939,327993
12906,711610,339910
12907,701940,314994
12908,701940,313220
12910,701940,313210
12915,701951,314994
12916,701951,313220
12918,701952,314994
12919,701952,313210
12926,701959,314994
12927,701959,313210
12934,701990,327993
12936,701990,327215
12938,702000,327212
12941,710110,339910
12942,710121,114119
12943,710122,339910
12945,710210,339910
12946,710221,339910
12950,710229,339910
12953,710231,339910
12954,710239,339910
12956,710310,339910
12962,710391,339910
12966,710399,339910
12970,710410,334419
12971,710420,339910
12972,710490,339910
12974,710510,327910
12979,710590,327910
12980,710610,331492
12981,710691,331410
12984,710692,331491
12986,710700,331491
12987,710811,331492
12988,710812,331410
12993,710813,332999
12994,710813,331491
12996,710900,331491
12997,711011,331410
13000,711019,331491
13001,711021,331410
13002,711029,331491
13003,711031,331410
13004,711039,331491
13008,711100,331491
13009,711230,910000
13010,711291,910000
13011,711292,910000
13012,711299,910000
13013,711311,339910
13018,711319,339910
13033,711320,339910
13046,711419,339910
13047,711420,339910
13049,711510,332618
13050,711590,331491
13057,711620,339910
13065,711711,339910
13066,711719,339910
13072,711790,339910
13080,711810,339910
13082,720110,331110
13083,720120,331110
13084,720150,331110
13086,720211,331110
13088,720219,331110
13090,720221,331110
13094,720229,331110
13096,720230,331110
13097,720241,331110
13098,720249,331110
13101,720250,331110
13102,720260,331110
13103,720270,331110
13104,720280,331110
13105,720291,331110
13106,720292,331110
13107,720293,331110
13109,720299,331110
13113,720310,331110
13114,720390,331110
13115,720410,910000
13116,720421,910000
13117,720429,910000
13118,720430,910000
13119,720441,910000
13123,720449,910000
13128,720450,910000
13129,720510,327910
13130,720690,331110
13131,720711,331110
13132,720712,331110
13134,720719,331110
13136,720720,331110
13137,721030,331110
13141,720810,331110
13144,720825,331110
13146,720826,331110
13148,720827,331110
13150,720836,331110
13152,720837,331110
13154,720838,331110
13157,720839,331110
13160,720840,331110
13164,720851,331110
13167,720852,331110
13168,720853,331110
13169,720854,331110
13170,720890,331110
13171,720915,331110
13172,720916,331110
13176,720917,331110
13180,720918,331110
13187,720925,331110
13188,720926,331110
13189,720927,331110
13190,720928,331110
13191,720990,331110
13192,721011,331110
13193,721012,331110
13194,721020,331110
13196,721041,331110
13197,721049,331110
13200,721050,331110
13201,721061,331110
13202,721069,331110
13203,721070,331110
13207,721090,331110
13210,721113,331110
13211,721114,331110
13214,721119,331110
13217,721320,331110
13223,721123,331110
13226,841899,333415
13231,721129,331110
13236,721190,331110
13237,721210,331110
13238,721220,331110
13239,721230,331110
13243,721240,331110
13245,721250,331110
13246,721260,331110
13247,721310,331110
13250,721391,331110
13256,721399,331110
13259,721410,331110
13260,721420,331110
13261,721430,331110
13263,721491,331110
13266,721499,331110
13273,721510,331110
13275,721550,331110
13283,721590,331110
13286,721610,331110
