,hs6,naics
3654,282200,325180
3655,282300,325130
3656,282510,325180
3657,282520,325180
3658,282530,325180
3660,282540,325180
3661,282550,325180
3664,282560,325180
3665,282570,325180
3666,282580,325130
3667,282590,325180
3673,282612,325180
3674,282619,325180
3677,282630,325180
3678,282690,325180
3680,282710,325180
3681,282720,325180
3682,282731,325180
3691,282741,325180
3692,282749,325180
3694,282751,325180
3695,282759,325180
3697,282760,325180
3700,282810,325180
3701,282890,325180
3702,282911,325180
3703,282919,325180
3704,282990,325180
3707,283010,325180
3708,283090,325180
3712,283110,325180
3714,283190,325180
3715,283210,325180
3716,283220,325180
3717,283230,325180
3719,283311,325180
3722,283319,325180
3723,283321,325180
3724,283322,325180
3725,283324,325180
3726,283325,325180
3727,283327,325180
3728,283329,325180
3734,283330,325180
3735,283340,325180
3740,283410,325180
3742,283421,325180
3743,283429,325180
3747,283510,325180
3748,283522,325180
3749,283524,325180
3750,283525,325180
3751,283526,325180
3752,283529,325180
3753,283529,325312
3756,283531,325180
3757,283539,325180
3759,283620,325180
3760,283630,325180
3761,283640,325180
3763,283650,325180
3764,283660,325180
3765,283691,325180
3767,283692,325180
3768,283699,325180
3770,283699,325311
3773,283711,325180
3774,283719,325180
3777,283720,325180
3779,283911,325180
3780,283919,325180
3781,283990,325180
3783,284011,325180
3784,284019,325180
3785,284020,325180
3786,284030,325180
3788,284130,325180
3789,284150,325180
3791,284161,325180
3792,284169,325180
3794,284170,325180
3796,284180,325180
3799,284190,325180
3803,284190,325130
3805,284210,325180
3806,284290,325180
3808,284310,325180
3809,284321,325180
3810,284329,325180
3811,284330,325180
3812,284390,325180
3813,284410,325180
3818,284420,325180
3822,284430,325180
3828,284440,325180
3832,290339,325199
3834,284450,325180
3835,284510,325180
3836,284590,325180
3838,284690,325180
3847,284700,325180
3848,284800,325180
3850,284910,325180
3851,284920,327910
3853,284990,327910
3857,285000,325180
3862,285210,325180
3864,285290,325180
3866,285300,325180
3868,290110,325110
3871,290110,325199
3872,290121,325110
3873,290122,325110
3874,290123,325110
3875,290124,325110
3878,290129,325110
3880,290129,325199
3881,290211,325194
3882,290219,325194
3884,290220,324110
3885,290230,324110
3886,290241,325194
3887,290242,325194
3888,290243,325194
3889,290244,324110
3890,290250,325194
3891,290260,325194
3892,290270,325194
3893,290290,325194
3900,290311,325199
3902,290312,325199
3903,290313,325199
3904,290314,325199
3905,290315,325199
3906,290319,325199
3911,290321,325199
3912,290322,325199
3913,290323,325199
3914,290329,325199
3915,290331,325180
3922,290371,325120
3923,290372,325199
3925,290373,325199
3926,290374,325199
3927,290375,325199
3928,290376,325120
3930,290377,325120
3936,290378,325199
3937,290379,325199
3940,290381,325199
3941,290382,325199
3942,290389,325199
3950,290391,325199
3953,290392,325199
3954,290399,325199
3963,290410,325199
3970,290420,325199
3978,290490,325199
3988,290511,325199
3990,290512,325199
3992,290513,325199
3993,290514,325199
3996,290516,325199
3998,290517,325199
3999,290519,325199
4004,290522,325199
4008,290529,325199
4010,290531,325199
4011,290532,325199
4012,290539,325199
4016,290541,325199
4017,290542,325199
4018,290543,325199
4019,290544,325199
4020,290545,325199
4021,290549,325199
4026,290551,325199
4027,290559,325199
4030,290611,325199
4031,290612,325199
4032,290613,325199
4034,290619,325199
4037,290621,325199
4038,290629,325199
4042,290711,325199
4043,290712,325194
4044,290713,325194
4045,290715,325194
4047,290719,325194
4049,290719,325411
4052,290721,325194
4053,290722,325194
4055,290723,325211
4056,290729,325199
4058,290729,325211
4059,290729,325194
4061,290811,325199
4062,290819,325199
4069,290891,325199
4070,290892,325199
4071,290899,325199
4082,290911,325199
4083,290919,325199
4087,290920,325199
4088,290930,325199
4096,290941,325199
4097,290943,325199
4098,290944,325199
4100,290949,325199
4101,291250,325199
4107,290950,325199
4113,290960,325199
4116,291010,325199
4117,291020,325199
4118,291030,325199
4119,291040,325199
4120,291090,325199
4123,291100,325199
4125,291211,325199
4126,291212,325199
4127,291219,325199
4133,291221,325199
4134,291229,325199
4137,291241,325199
4138,291242,325199
4139,291249,325199
4146,291260,325199
4147,291300,325199
4150,291411,325199
4152,291412,325199
4153,291413,325199
4154,291419,325199
4155,291422,325199
4157,291423,325199
4158,291429,325199
4162,291439,325199
4164,291440,325199
4168,291450,325199
4171,291461,325199
4172,291469,325199
4176,291470,325199
4181,291511,325199
4182,291512,325199
4183,291513,325199
4185,291521,325199
4186,291524,325199
4187,291529,325199
4191,291531,325199
4192,291532,325199
4193,291533,325199
4194,291536,325199
4195,291539,325199
4207,291540,325199
4212,291550,325199
4215,291560,325199
4217,291570,325199
4220,291590,325199
4222,291590,325412
4228,291611,325199
4229,291612,325199
4235,291613,325199
4236,291614,325199
4240,291615,325199
4242,291616,325199
4243,291619,325199
4247,291620,325199
4249,291631,325199
4255,291632,325199
4257,291634,325199
4261,291639,325199
4266,291639,325412
4273,291711,325199
4274,291712,325199
4277,291713,325199
4279,291714,325199
4281,291719,325199
4290,291821,325411
4293,291720,325199
4294,291732,325199
4295,291733,325199
4297,291734,325199
4299,291735,325199
4300,291736,325199
4301,291737,325199
4302,291739,325199
4304,291739,325194
4310,291800,325199
4311,291811,325199
4313,291812,325199
4314,291813,325199
4318,291814,325199
4319,291815,325199
4321,291816,325199
4324,291818,325199
4325,291819,325199
4332,291821,325199
4333,291822,325412
4335,291823,325411
4336,291823,325194
4339,291829,325199
4349,291830,325199
4355,291891,325199
4356,291899,325199
4363,291899,325411
4368,291910,325199
4369,291990,325199
4374,292011,325199
4375,292019,325199
4378,292090,325199
4382,292111,325199
4383,292119,325199
4387,292121,325199
4388,292122,325199
4391,292129,325199
4395,292130,325199
4399,292141,325194
4401,292142,325194
4402,292142,325199
4403,292249,325199
4410,292142,325130
4413,292143,325194
4423,292144,325194
4427,292145,325194
4433,292146,325412
4434,292149,325194
4435,292149,325130
4438,292149,325412
4439,292149,325411
4442,292151,325194
4446,292159,325194
4448,292239,325194
4453,292159,325110
4455,292211,325199
4456,292212,325199
4457,292213,325199
4458,292214,325412
4459,292219,325411
4460,292219,325199
4468,292221,325194
4472,292229,325194
4473,292229,325130
4480,292229,325411
4485,292231,325412
4492,292241,325411
4494,292242,325199
4496,292243,325199
4498,292244,325412
4501,292249,325412
4508,292250,325199
4510,292250,325412
4514,292250,325411
4519,292310,325199
4520,292320,325199
4522,292390,325199
4523,292411,325412
4524,292412,325199
4525,292419,325199
4530,292421,325199
4538,292423,325199
4541,292424,325412
4542,292429,325199
4546,680421,327910
4549,730723,332919
4551,760110,331313
4553,760120,331313
4556,760410,331318
4558,760429,331318
4564,760511,331318
4565,760521,331318
4566,760612,331315
4569,760691,331315
4573,760692,331315
4577,842710,333924
4583,842720,333923
4584,842720,333924
4585,842790,333923
4586,842790,333924
4587,871160,336991
4589,940320,337215
4594,292690,325199
4603,292429,325130
4604,292429,325412
4607,292429,325411
4615,292511,325199
4616,292512,325412
4617,292519,325199
4622,292521,325199
4623,292529,325412
4624,292529,325199
4625,292529,325411
4629,292610,325199
4630,292620,325199
4631,292630,325199
4648,292700,325199
4653,292700,325130
4656,292800,325199
4659,292800,325412
4661,292910,325199
4670,292990,325199
4676,293020,325199
4680,293361,325199
4684,293030,325199
4686,293040,325199
4687,293050,325199
4688,293090,325199
4708,293090,325411
4710,293110,325199
4711,293120,325199
4712,293190,325199
4715,293190,325412
4729,293211,325199
4730,293212,325199
4731,293213,325199
4732,293219,325199
4734,293220,325199
4736,293220,325411
4737,293220,325412
4744,293291,325199
4745,293292,325199
4746,360300,325920
4747,360410,325998
4748,293293,325199
4749,293294,325199
4750,293295,325412
4751,293299,325199
4753,390799,325211
4754,940190,337215
4755,950669,339920
4763,300450,325412
4767,320120,325194
4768,320415,325130
4769,320620,325130
4770,380892,325320
4771,841919,335228
4773,293299,325412
4775,293311,325412
4776,293319,325199
4782,293319,325992
4783,293319,325411
4789,293321,325199
4790,293329,325199
4792,293329,325411
4798,293331,325199
4799,293332,325199
4801,293333,325412
4802,293339,325199
4809,293339,325412
4810,293339,325411
4814,293341,325412
4815,293349,325412
4816,293349,325199
4824,293352,325199
4826,293353,325199
4827,293354,325199
4828,293355,325412
4829,293359,325199
4832,293359,325412
4836,293359,325411
4842,293369,325199
4849,293371,325199
4850,293372,325412
4851,293379,325199
4858,293391,325412
4859,293399,325199
4860,293399,325412
4861,441210,321212
4863,843840,333241
4865,920590,339992
4867,950720,339920
4880,441899,321918
4895,380290,325130
4896,293399,325411
4900,392690,326199
4901,950659,339920
4907,293410,325199
4911,293420,325199
4913,293430,325199
4922,293430,325412
4927,293491,325412
4928,293499,325412
4929,293499,325199
4937,293690,325411
4942,293499,325411
4947,293500,325199
4952,293500,325130
4953,293500,325412
4961,293621,325411
4963,293622,325411
4964,293623,325411
4965,293624,325411
4966,293625,325411
4967,690210,327120
4968,293626,325411
4969,293627,325411
4970,293629,325412
4971,293628,325411
4972,293629,325411
4979,293711,325412
4980,293712,325412
4981,293719,325412
4982,293721,325412
4985,293722,325412
4986,293723,325412
4993,293729,325412
4999,293750,325412
5000,293790,325412
5006,293810,325411
5007,293890,325411
5008,293911,325412
5009,330129,325998
5010,293919,325412
5012,391211,325199
5013,690919,327110
5014,293919,325411
5015,293920,325411
5017,293930,325412
5018,293941,325412
5019,293942,325412
5020,391212,325211
5021,293943,325412
5022,293944,325412
5024,293949,325412
5025,293951,325412
5027,293959,325412
5028,293961,325412
5029,293962,325412
5030,731940,339993
5032,842630,333120
5033,293969,325411
5034,844319,333249
5035,293991,325411
5036,293999,325411
5037,294000,325199
5038,294110,325412
5039,848079,333511
5044,294120,325412
5046,850490,327110
5047,294130,325412
5048,294140,325412
5049,850490,334419
5050,294150,325412
5051,294190,325412
5052,850490,334416
5053,294190,325411
5056,294200,325199
5057,294200,325411
5065,300120,325411
5066,300190,325411
5069,392520,326199
5072,920600,339992
5073,844839,333249
5074,848120,332912
5078,300210,325414
5080,850940,335210
5082,852869,334310
5083,300210,325413
5085,320414,325130
5086,321511,325910
5087,300220,325414
5088,300230,325414
5089,300290,325414
5091,300440,325412
5093,310540,325312
5095,300310,325412
5096,300320,325412
5097,300331,325412
5098,300339,325412
5100,300340,325412
5101,300390,325412
5102,300410,325412
5107,300420,325412
5111,300431,325412
5112,300432,325412
5113,300439,325412
5132,300490,325412
5156,300510,339113
5158,300590,339113
5160,300610,339113
5161,300620,325413
5162,300630,325413
5164,300640,339114
5165,300650,339113
5166,300660,325412
5167,300670,325199
5168,300691,339112
5169,300692,325412
5170,310100,325311
5171,310210,325311
5174,310221,325311
5175,310229,325311
5177,310230,325311
5178,310240,325311
5179,310250,325311
5180,310260,325311
5181,310280,325311
5182,310290,325311
5183,310310,325312
5185,310390,325312
5186,310420,325312
5187,310430,325312
5188,310490,325312
5189,310510,325312
5190,310520,325312
5191,310530,325312
5192,310551,325312
5193,310559,325312
5194,310560,325312
5195,310590,325312
5197,320110,325194
5199,320190,325194
5202,320210,325613
5204,320290,325613
5206,320300,325194
5207,320300,325199
5209,320411,325130
5214,320412,325130
5224,320413,325130
5241,320416,325130
5245,320417,325130
5280,320419,325130
5285,320650,325130
5294,320420,325130
5297,320490,325130
5298,320500,325130
5309,320611,325130
5310,320619,325130
5315,320641,325130
5316,320642,325130
5317,320649,325130
5324,340600,339999
5325,320710,325130
5326,320720,325510
5327,320730,325998
5328,320740,325510
5330,320810,325510
5331,320820,325510
5332,320890,325510
5333,320910,325510
5334,320990,325510
5335,321000,325510
5336,321100,325510
5337,321210,332999
5338,321290,325130
5339,321290,325510
5340,321310,339940
5341,321390,339940
5342,321410,325520
5345,321490,325520
5358,321519,325910
5372,321590,325998
5373,330112,325998
5374,330113,325998
5375,330119,325998
5379,330124,325998
5380,330125,325998
5407,330130,325211
5408,330190,325998
5412,330210,325199
5417,330290,325620
5418,330290,325199
5421,330300,325620
5424,330410,325620
5425,330420,325620
5426,330430,325620
5427,330491,325620
5429,330499,325620
5431,330510,325620
5432,330520,325620
5433,330530,325620
5434,330590,325620
5435,330610,325611
5436,330620,325620
5437,330690,325620
5438,330710,325620
5440,330720,325620
5441,330730,325620
5443,330741,325998
5444,330749,325611
5445,330790,325620
5446,340111,325611
5448,340119,325611
5449,340120,325611
5450,340130,325613
5452,340211,325613
5457,340212,325613
5459,340213,325613
5465,340219,325613
5467,340220,325613
5469,340290,325611
5470,340290,325613
5474,340311,325613
5476,940180,337125
5478,340319,325613
5480,340391,325613
5482,340399,325613
5483,340420,325612
5484,340490,325612
5487,340510,325612
5488,340520,325612
5489,340530,325612
5490,340540,325611
5491,340590,325612
5492,340700,339940
5493,340700,339114
5494,350110,311514
5496,350190,325520
5497,350190,325199
5498,350211,311999
5499,350219,311999
5500,350220,311514
5501,350290,325199
5502,350300,325520
5506,350300,325998
5509,350400,311224
5510,350400,325199
5511,350510,311221
5516,350520,325520
5517,350610,325520
5518,940180,337127
5520,350691,325520
5523,350699,325520
5524,350710,325199
5525,350790,325199
5527,360100,325920
5528,360200,325920
5538,360490,325998
5539,360500,325998
5541,360610,325998
5542,360690,325998
5545,370110,325992
5546,380300,325194
5548,370120,325992
5550,370130,325992
5551,370191,325992
5553,370199,325992
5556,370210,325992
5558,370231,325992
5559,370232,325992
5561,370239,325992
5562,370241,325992
5563,370242,325992
5564,370243,325992
5565,370244,325992
5567,370252,325992
5569,370253,325992
5571,370254,325992
5573,380894,325612
5574,370255,325992
5576,370256,325992
5578,370296,325992
5579,370297,325992
5580,370298,325992
5581,370310,325992
5585,370320,325992
5588,370390,325992
5592,370400,990000
5593,370510,990000
5594,370590,990000
5595,370610,990000
5599,370690,990000
5601,370710,325992
5603,370790,325992
5609,380110,327999
5612,380120,335991
5613,380130,335991
5614,380190,335991
5615,380210,325998
5619,380290,327992
5621,380400,322110
5623,380510,325194
5624,380590,325194
5626,380610,325194
5628,380620,325194
5629,380630,325211
5630,380690,325194
5631,380700,325194
5632,380850,325320
5633,380850,325612
5635,380891,325320
5646,380893,325320
5652,390311,325211
5653,380899,325320
5658,380910,325613
5659,380991,325613
5660,380992,325998
5661,381590,325180
5663,380993,325613
5665,381010,325998
5666,381090,325998
5669,381111,325998
5671,381119,325998
5672,381121,325998
5673,381129,325998
5674,381190,325998
